Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,71.0,7.5,
NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,71.0,7.5,
PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94.0,7.3,T
NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,71.0,7.5,
PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,71.0,7.5,
PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95.0,7.7,E
PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,96.0,9.1,M
SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,71.0,7.5,
PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,71.0,7.5,
SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,71.0,7.5,
PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91.0,7.9,T
PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88.0,8.4,M
PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93.0,8.9,M
PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,71.0,8.2,E
X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84.0,8.1,M
X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90.0,8.3,E
Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56.0,6.0,E
PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80.0,6.3,M
PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,71.0,7.5,
PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85.0,8.5,T
PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85.0,7.7,M
N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,71.0,7.5,
NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,71.0,7.5,
PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,61.0,7.5,E10+
X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89.0,8.6,M
PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92.0,9.2,M
PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70.0,4.9,M
PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87.0,7.6,M
Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93.0,8.0,E10+
PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90.0,8.0,M
DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84.0,8.8,E10+
GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,71.0,7.5,
Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81.0,8.7,E
PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90.0,8.7,T
3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86.0,8.7,T
PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,94.0,8.1,M
PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87.0,6.7,E10+
PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,8.6,T
NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,71.0,7.5,
PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84.0,7.4,T
3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,71.0,7.5,
PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91.0,9.1,E
PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76.0,7.9,E10+
PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,71.0,7.5,
GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,71.0,7.5,
PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78.0,3.7,M
DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59.0,4.0,E
PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80.0,7.0,M
Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68.0,6.9,E
PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,71.0,7.5,
DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,71.0,7.5,
X360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,77.0,7.5,E10+
PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,79.0,8.0,T
PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,71.0,7.5,
PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,64.0,7.5,E
Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,71.0,7.5,
PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,71.0,7.5,
Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85.0,7.9,E
PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,91.0,8.8,E
PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88.0,8.1,M
PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81.0,7.6,E
GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,71.0,7.5,
DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,71.0,7.5,
PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94.0,8.5,T
XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,71.0,7.5,
DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67.0,7.3,E
PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0.0,0.79,3.65,74.0,8.4,E10+
N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,71.0,7.5,
PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82.0,7.9,M
PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.0,8.7,E
N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,71.0,7.5,
PS2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,82.0,7.9,E
PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96.0,8.9,M
Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,86.0,7.6,T
PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,7.6,E
PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82.0,8.7,T
PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,71.0,7.5,
PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,7.7,T
GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78.0,8.5,E
PS4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,85.0,6.9,M
PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84.0,9.0,T
Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,71.0,6.2,E10+
DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70.0,8.0,E
PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,71.0,7.5,
PS,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,71.0,7.5,
PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.0,7.8,M
PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72.0,6.8,M
PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,71.0,7.5,
PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72.0,7.9,T
PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,71.0,7.5,
PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,71.0,7.5,
X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88.0,7.5,E
PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,71.0,7.5,
X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89.0,7.9,M
SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,71.0,7.5,
XOne,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,72.0,4.1,M
NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,71.0,7.5,
X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83.0,7.5,M
X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,8.3,M
PS3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,80.0,5.8,M
X360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,92.0,8.7,T
X360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,79.0,5.6,M
X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,88.0,8.6,M
DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,71.0,7.5,
DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71.0,8.8,E10+
DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83.0,8.4,E
3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,71.0,7.5,
X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84.0,8.2,M
PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79.0,8.3,T
SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,71.0,7.5,
PS,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,70.0,8.0,T
PS4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,93.0,8.2,M
PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.0,8.9,T
GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,71.0,7.5,
PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88.0,6.7,E
PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,91.0,8.4,E
PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68.0,8.2,E
PS4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,76.0,6.8,M
X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,76.0,7.9,E10+
XOne,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,75.0,5.5,T
PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,71.0,7.5,
N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,71.0,7.5,
PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90.0,8.5,M
PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,71.0,7.5,
DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,71.0,7.5,
PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,77.0,8.5,T
PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,71.0,7.5,
3DS,2015,Action,Capcom,0.27,0.21,2.79,0.05,3.32,71.0,7.5,
PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,60.0,7.2,T
DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,87.0,7.8,E10+
PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,80.0,8.5,M
X360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,86.0,7.9,M
PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,85.0,8.7,T
3DS,2014,Role-Playing,Nintendo,0.09,0.0,3.18,0.01,3.28,71.0,7.5,
XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,82.0,7.5,M
PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.0,8.0,M
DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,86.0,9.2,E10+
PSP,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,71.0,7.5,
XOne,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,84.0,4.4,E
Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,63.0,4.6,E
PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,71.0,7.5,
PS4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,83.0,5.9,E
PS3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,81.0,7.7,E
XOne,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,85.0,7.2,M
PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,71.0,7.5,
WiiU,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,88.0,8.7,E
PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,71.0,7.5,
NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,71.0,7.5,
SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,71.0,7.5,
SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,71.0,7.5,
PSP,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,91.0,8.6,M
PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,62.0,8.1,T
PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,83.0,8.0,T
X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,82.0,7.6,T
PS3,2011,Adventure,Take-Two Interactive,1.27,1.29,0.12,0.49,3.17,89.0,7.7,M
PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,89.0,9.1,E
GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,87.0,8.9,E
PS2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,83.0,6.5,E
DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,71.0,8.0,E
PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,87.0,9.0,E
Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,73.0,6.8,E
PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,88.0,7.5,E
N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,71.0,7.5,
DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,82.0,8.5,E
NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,71.0,7.5,
DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,83.0,9.0,E
PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,82.0,7.8,M
DS,2006,Misc,Nintendo,0.9,1.0,1.03,0.17,3.11,81.0,7.8,E
PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93.0,8.0,M
3DS,2013,Action,Nintendo,1.4,1.01,0.46,0.23,3.1,91.0,8.9,E
PS3,2012,Shooter,Capcom,0.88,0.94,0.88,0.4,3.1,74.0,5.4,M
X360,2010,Role-Playing,Electronic Arts,1.99,0.81,0.03,0.27,3.1,96.0,8.9,M
PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,67.0,7.9,T
PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,94.0,7.9,E
NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,71.0,7.5,
GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,71.0,7.5,
PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,75.0,7.8,T
3DS,2015,Simulation,Nintendo,0.51,1.02,1.4,0.12,3.05,66.0,6.9,E
PC,2014,Simulation,Electronic Arts,1.0,1.82,0.0,0.23,3.05,70.0,3.9,T
X360,2012,Shooter,Take-Two Interactive,1.89,0.88,0.04,0.25,3.05,89.0,8.2,M
DS,2008,Action,Warner Bros. Interactive Entertainment,1.75,1.01,0.0,0.29,3.05,72.0,8.0,E10+
X360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,7.4,E10+
X360,2012,Role-Playing,Electronic Arts,1.94,0.84,0.03,0.24,3.04,93.0,5.8,M
PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.21,0.06,0.47,3.03,87.0,7.7,M
PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,71.0,7.5,
X360,2008,Action,THQ,1.94,0.79,0.02,0.28,3.03,81.0,8.1,M
XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,93.0,8.5,T
NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,71.0,7.5,
PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,71.0,7.5,
PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.44,3.01,87.0,6.3,E
PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47,3.01,91.0,8.1,M
X360,2012,Shooter,Ubisoft,1.38,1.32,0.02,0.28,3.0,91.0,8.6,M
Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3.0,73.0,7.0,E
X360,2012,Sports,Take-Two Interactive,2.6,0.2,0.01,0.19,3.0,88.0,7.2,E
PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,73.0,9.2,T
SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,71.0,7.5,
PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,82.0,6.6,T
PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,93.0,9.1,E
PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,94.0,8.5,M
PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.96,85.0,5.9,T
PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.43,0.05,0.47,2.96,84.0,8.1,M
PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,64.0,7.8,E
PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.0,7.8,M
XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.27,2.95,86.0,6.4,M
PS3,2010,Shooter,Electronic Arts,1.33,1.1,0.08,0.44,2.95,88.0,8.5,M
N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,71.0,7.5,
PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,87.0,9.0,M
PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,71.0,7.5,
GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,79.0,7.8,E
X360,2009,Fighting,Capcom,1.82,0.7,0.15,0.26,2.94,93.0,7.3,T
PS3,2009,Action,Sony Computer Entertainment,1.76,0.68,0.12,0.37,2.93,85.0,8.3,T
DS,2008,Platform,Nintendo,1.55,0.04,1.19,0.15,2.92,76.0,8.8,E
XOne,2013,Shooter,Activision,1.88,0.77,0.0,0.27,2.92,78.0,4.3,M
X360,2014,Sports,Electronic Arts,0.79,1.92,0.0,0.21,2.92,71.0,4.2,E
GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,71.0,7.5,
X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91.0,8.7,M
PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,73.0,8.6,E
PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,93.0,9.0,E
X360,2008,Sports,Sega,1.75,0.86,0.0,0.28,2.89,67.0,6.8,E10+
PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85.0,8.9,E
Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61.0,5.3,E
PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,76.0,7.7,T
Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,83.0,7.4,E10+
PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,71.0,7.5,
DS,2007,Simulation,Ubisoft,1.3,1.26,0.0,0.31,2.87,71.0,7.7,E
PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,71.0,7.5,
X360,2012,Sports,Electronic Arts,2.53,0.15,0.0,0.17,2.86,81.0,5.8,E
XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0,8.7,T
PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,83.0,7.8,M
PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,71.0,7.5,
SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,71.0,7.5,
N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,71.0,7.5,
PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.53,0.0,0.34,2.84,84.0,8.4,M
X360,2009,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,85.0,6.1,E
PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,71.0,7.5,
X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96.0,8.9,M
GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,97.0,9.3,T
PS3,2010,Action,Ubisoft,1.87,0.55,0.11,0.29,2.82,90.0,8.2,M
GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,71.0,7.0,E
Wii,2011,Sports,Majesco Entertainment,1.51,1.03,0.0,0.27,2.81,71.0,7.5,T
PC,1994,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,71.0,7.5,
PS3,2010,Shooter,Electronic Arts,1.28,1.04,0.07,0.42,2.81,75.0,7.5,M
PS3,2012,Racing,Electronic Arts,0.71,1.46,0.06,0.58,2.81,71.0,7.5,
DS,2007,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.8,71.0,7.6,E
PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,71.0,7.5,
PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,71.0,7.5,
PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,71.0,7.5,
PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,71.0,7.5,
PS4,2014,Action,Sony Computer Entertainment,1.28,0.98,0.07,0.46,2.79,80.0,7.9,T
SNES,1992,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,71.0,7.5,
PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,71.0,7.5,
3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,71.0,7.5,
PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,89.0,8.6,E
PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,87.0,8.2,T
PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,71.0,7.5,
PS3,2010,Racing,Electronic Arts,1.05,1.23,0.03,0.47,2.78,89.0,7.2,E10+
Wii,2011,Action,Activision,1.35,1.13,0.0,0.3,2.78,81.0,5.6,E10+
PC,2011,Shooter,Electronic Arts,0.89,1.43,0.0,0.46,2.78,89.0,7.5,M
PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0.0,0.48,2.78,83.0,7.7,M
PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,83.0,7.7,T
PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38,2.77,84.0,7.9,M
X360,2008,Action,LucasArts,1.74,0.77,0.0,0.26,2.77,73.0,6.7,T
XOne,2014,Misc,Microsoft Game Studios,1.61,0.9,0.0,0.25,2.76,71.0,7.5,
DS,2006,Platform,Nintendo,1.45,0.07,1.1,0.15,2.76,81.0,7.4,E
X360,2011,Action,THQ,1.25,1.14,0.07,0.3,2.76,84.0,7.6,M
2600,1980,Shooter,Atari,2.56,0.17,0.0,0.03,2.76,71.0,7.5,
SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,71.0,7.5,
PS3,2009,Fighting,Namco Bandai Games,1.2,0.97,0.17,0.42,2.75,79.0,7.4,T
N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,71.0,7.5,
NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,71.0,7.5,
Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69.0,6.6,E
PS3,2015,Sports,Electronic Arts,0.41,1.84,0.05,0.4,2.71,71.0,3.2,E
GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,95.0,9.1,E
PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,86.0,8.2,M
N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,71.0,7.5,
X360,2011,Adventure,Take-Two Interactive,1.52,0.92,0.02,0.24,2.7,89.0,7.8,M
X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82.0,6.5,T
X360,2011,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,78.0,5.9,E
PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,84.0,9.0,E10+
PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,73.0,6.8,M
X360,2010,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,84.0,5.7,E
PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93.0,9.1,T
3DS,2014,Role-Playing,Level 5,0.0,0.0,2.68,0.0,2.68,71.0,7.5,
GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67,71.0,7.5,
DS,2010,Puzzle,Nintendo,1.63,0.51,0.35,0.18,2.67,79.0,7.7,E
DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,83.0,8.7,E10+
